"mat_code","anio_prod","anio_cat","clasif","mat_duration","mat_type","genres","mat_name","release_date","imdb_rating","imdb_votes","boxoffice","mmr_clasificacion","country"
"129715","2007","2000s","04","11","SERIES","ANIMACIÓN - COMEDIA","HARVEY BIRDMAN, ATTORNEY AT LAW","2020-03-01 00:00:00","","","","SAM 13","TBS SUR"
"143243","1973","Classic","04","18","SERIES","AVENTURAS - COMEDIA","EL CHAPULIN COLORADO","2014-05-01 00:00:00","","","","ATP","TBS SUR"
"145261","1990","1990s","04","21","SERIES","COMEDIA","WINGS - SEASON 1","2011-11-01 00:00:00","","","","ATP","TBS SUR"
"145281","2001","2000s","04","21","SERIES","COMEDIA","KING OF QUEENS - Season 4","2012-01-01 00:00:00","","","","ATP","TBS SUR"
"145281","2002","2000s","04","21","SERIES","COMEDIA","KING OF QUEENS - Season 4","2012-01-01 00:00:00","","","","ATP","TBS SUR"
"145968","2009","2000s","04","41","DOCUMENTAL SERIADO","ENTRETENIMIENTO FACTUAL - COMEDIA","WORLD'S DUMBEST - Season 6","2017-01-01 00:00:00","","","","ATP","TBS SUR"
"145968","2009","2000s","04","41","DOCUMENTAL SERIADO","ENTRETENIMIENTO FACTUAL - COMEDIA","WORLD'S DUMBEST - Season 6","2020-01-01 00:00:00","","","","ATP","TBS SUR"
"145968","2010","2010s","04","42","DOCUMENTAL SERIADO","ENTRETENIMIENTO FACTUAL - COMEDIA","WORLD'S DUMBEST - Season 6","2020-01-01 00:00:00","","","","ATP","TBS SUR"
"146280","2012","2010s","04","25","SERIES","COMEDIA","WEB THERAPY - Season 2","2012-09-01 00:00:00","","","","ATP","TBS SUR"
"146592","2014","2010s","04","20","SERIES","COMEDIA","ANGER MANAGEMENT - Season 3","2017-01-30 00:00:00","","","","ATP","TBS SUR"
"146864","2012","2010s","04","40","DOCUMENTAL SERIADO","ENTRETENIMIENTO FACTUAL - COMEDIA","WORLD'S DUMBEST - Season 14","2020-01-01 00:00:00","","","","ATP","TBS SUR"
