"mat_code","mat_name","genres","mat_type","anio_prod"
"143513","10,000 B.C.","AVENTURAS - FANTASÍA","LARGOMETRAJE","2008"
"143518","BUCKET LIST","AVENTURAS - COMEDIA - DRAMA","LARGOMETRAJE","2007"
"143524","FOOL'S GOLD","AVENTURAS - COMEDIA - ROMANCE","LARGOMETRAJE","2008"
"143525","FRED CLAUS","COMEDIA - FAMILIAR - FANTASÍA","LARGOMETRAJE","2007"
"143526","GET SMART","ACCIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2008"
"143528","GOLDEN COMPASS, THE","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2007"
"143529","HAIRSPRAY","COMEDIA - MUSICAL - ROMANCE","LARGOMETRAJE","2007"
"143530","I AM LEGEND","CIENCIA FICCIÓN - DRAMA - SUSPENSO","LARGOMETRAJE","2007"
"143532","LAST MIMZY, THE","AVENTURAS - DRAMA - FAMILIAR","LARGOMETRAJE","2007"
"143533","LICENSE TO WED","COMEDIA - ROMANCE","LARGOMETRAJE","2007"
"143537","NANCY DREW","AVENTURAS - COMEDIA - POLICIAL","LARGOMETRAJE","2007"
"143542","RENDITION","BÉLICA - DRAMA - SUSPENSO","LARGOMETRAJE","2007"
"143547","SEMI-PRO","COMEDIA - DEPORTE","LARGOMETRAJE","2008"
"143550","SPEED RACER","ACCIÓN - DEPORTE - FAMILIAR","LARGOMETRAJE","2008"
"143553","TENACIOUS D - IN THE PICK OF DESTINY","COMEDIA","LARGOMETRAJE","2006"
"143611","HAPPILY N'EVER AFTER 2 (2009)","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2009"
"143613","DOG WHO SAVED CHRISTMAS, THE","COMEDIA","LARGOMETRAJE","2009"
"143668","DADDY DAY CAMP","COMEDIA - FAMILIAR","LARGOMETRAJE","2007"
"143669","FRIENDS WITH MONEY","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2006"
"143675","SPANGLISH","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2004"
"143676","STRANGER THAN FICTION","COMEDIA - DRAMA - FANTASÍA","LARGOMETRAJE","2006"
"143867","GATURRO","ANIMACIÓN - FAMILIAR","LARGOMETRAJE","2010"
"144312","A LITTLE BIT OF HEAVEN (AKA. EARTHBOUND)","DRAMA - ROMANCE","LARGOMETRAJE","2011"
"144330","SHANGHAI","POLICIAL","LARGOMETRAJE","2010"
"144447","CATCH AND RELEASE","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2006"
"144462","WALLACE & GROMIT: THE CURSE OF THE WERE-RABBIT [DWA]","ANIMACIÓN","LARGOMETRAJE","2005"
"144463","BAD BOYS II","ACCIÓN - COMEDIA - POLICIAL","LARGOMETRAJE","2003"
"144473","FALLING SKIES - Season 1","CIENCIA FICCIÓN","SERIES","2011"
"144489","RAINBOW TRIBE","COMEDIA - FAMILIAR","LARGOMETRAJE","2008"
"144490","NATIVITY","COMEDIA","LARGOMETRAJE","2009"
"144608","UNTRACEABLE","DRAMA - POLICIAL - SUSPENSO","LARGOMETRAJE","2008"
"144921","HARRY POTTER AND THE HALF-BLOOD PRINCE","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2009"
"144924","HE'S JUST NOT THAT INTO YOU","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2009"
"144926","MY SISTER'S KEEPER","DRAMA","LARGOMETRAJE","2009"
"144927","FOUR CHRISTMASES","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2008"
"144929","SEX AND THE CITY","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2008"
"144930","17 AGAIN","COMEDIA - DRAMA - FANTASÍA","LARGOMETRAJE","2009"
"144931","YES MAN","COMEDIA - ROMANCE","LARGOMETRAJE","2008"
"144934","APPALOOSA","ACCIÓN - DRAMA - POLICIAL","LARGOMETRAJE","2008"
"144936","INKHEART","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2008"
"144938","OBSERVE AND REPORT","COMEDIA - DRAMA - POLICIAL","LARGOMETRAJE","2009"
"144939","PRIDE AND GLORY","DRAMA - POLICIAL - SUSPENSO","LARGOMETRAJE","2008"
"144980","AMUSEMENT","SUSPENSO - TERROR","LARGOMETRAJE","2008"
"145037","CHRISTMAS MAIL","FAMILIAR","LARGOMETRAJE","2010"
"145061","DOG WHO SAVE CHRISTMAS' VACATION, THE","COMEDIA","LARGOMETRAJE","2010"
"145077","BARRY SUNSHINE AND THE DISCO WORMS","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2008"
"145096","VELVETEEN RABBIT, THE","FAMILIAR","LARGOMETRAJE","2009"
"145110","ENCHANTED","COMEDIA - FAMILIAR - FANTASÍA","LARGOMETRAJE","2007"
"145119","PIRATES OF THE CARIBBEAN 3 AT WORLD S END DLAF","ACCIÓN - AVENTURAS - FANTASÍA","LARGOMETRAJE","2007"
"145165","PETER CAPUSOTTO - Season 1 a 6","COMEDIA","SERIES",
"145171","GREEN ZONE","ACCIÓN - DRAMA - SUSPENSO","LARGOMETRAJE","2010"
"145193","AMERICAN PIE PRESENTS: THE BOOK OF LOVE","COMEDIA","LARGOMETRAJE","2009"
"145241","SMOKIN ACES 2 ASSASSINS BALL","ACCIÓN","LARGOMETRAJE","2010"
"145502","CONAN THE BARBARIAN","ACCIÓN - AVENTURAS - FANTASÍA","LARGOMETRAJE","2011"
"145503","DONKEY XOTE","ANIMACIÓN - FAMILIAR","LARGOMETRAJE","2007"
"145504","DRAGON HUNTERS","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2008"
"145513","PACKAGE, THE","ACCIÓN","LARGOMETRAJE","2013"
"145514","TRANSSIBERIAN","POLICIAL","LARGOMETRAJE","2008"
"145887","FALLING SKIES - Season 2","CIENCIA FICCIÓN","SERIES","2012"
"145963","WORLD'S DUMBEST - Season 1","COMEDIA - ENTRETENIMIENTO FACTUAL","DOCUMENTAL SERIADO","2008"
"145964","WORLD'S DUMBEST - Season 2","COMEDIA - ENTRETENIMIENTO FACTUAL","DOCUMENTAL SERIADO","2009"
"145975","WORLD'S DUMBEST - Season 13","COMEDIA - ENTRETENIMIENTO FACTUAL","DOCUMENTAL SERIADO","2012"
"146179","BLADES OF GLORY","COMEDIA - DEPORTE","LARGOMETRAJE","2007"
"146191","OVER THE HEDGE (DWA)","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2006"
"146202","ALBERT NOBBS","DRAMA","LARGOMETRAJE","2011"
"146380","BEDTIME STORIES","AVENTURAS - FANTASÍA","LARGOMETRAJE","2008"
"146396","RACE TO WITCH MOUNTAIN","ACCIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2009"
"146437","JULIA'S EYES","TERROR","LARGOMETRAJE","2011"
"146442","SCOTT PILGRIM VS. THE WORLD","ACCIÓN - COMEDIA - FANTASÍA","LARGOMETRAJE","2010"
"146444","TAKE ME HOME TONIGHT","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2011"
"146458","HIT & RUN (AKA OUTRUN)","ACCIÓN - COMEDIA - ROMANCE","LARGOMETRAJE","2012"
"146465","SIX BULLETS AKA THE BUTCHER","SUSPENSO","LARGOMETRAJE","2012"
"146562","IMPRACTICAL JOKERS - Season 2","ENTRETENIMIENTO FACTUAL","SERIES","2012 - 2013"
"146568","WHAT JUST HAPPENED","COMEDIA - DRAMA","LARGOMETRAJE","2008"
"146659","STORY OF US, THE","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","1999"
"146663","SHERLOCK HOLMES","ACCIÓN - AVENTURAS - POLICIAL","LARGOMETRAJE","2009"
"146665","VALENTINE'S DAY","COMEDIA - ROMANCE","LARGOMETRAJE","2010"
"146668","TIME TRAVELER'S WIFE","DRAMA - FANTASÍA - ROMANCE","LARGOMETRAJE","2009"
"146670","GHOSTS OF GIRLFRIENDS PAST","COMEDIA - FANTASÍA - ROMANCE","LARGOMETRAJE","2009"
"146865","World's Dumbest - Season 15","COMEDIA - ENTRETENIMIENTO FACTUAL","DOCUMENTAL SERIADO","2013"
"146922","WALL-E","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2008"
"146923","TOY STORY","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","1995"
"146924","TOY STORY II","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","1999"
"146926","RATATOUILLE","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2007"
"146927","MEET THE ROBINSONS","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2007"
"146930","EMPEROR'S NEW GROOVE, THE","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2000"
"146938","LEROY & STITCH","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2006"
"146943","PETER PAN: RETURN TO NEVERLAND","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2002"
"146944","TREASURE PLANET","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2002"
"146956","CARS","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2006"
"146957","POCAHONTAS II: JOURNEY TO THE NEW WORLD","ANIMACIÓN - AVENTURAS - DRAMA","LARGOMETRAJE","1998"
"146958","CHICKEN LITTLE","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2005"
"146959","MUPPETS, THE","COMEDIA - FAMILIAR - MUSICAL","LARGOMETRAJE","2011"
"146972","AN EXTREMELY GOOFY MOVIE","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2000"
"146973","BRAVE","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2012"
"146974","WRECK-IT RALPH","ANIMACIÓN - AVENTURAS - COMEDIA - FAMILIAR","LARGOMETRAJE","2012"
"146975","HERCULES","ACCIÓN - ANIMACIÓN - AVENTURAS","LARGOMETRAJE","1997"
"146976","MULAN","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","1998"
"146977","ATLANTIS: THE LOST EMPIRE","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2001"
"146978","OLIVER & COMPANY","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","1998"
"146979","FRANKENWEENIE","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2012"
"146983","MULAN II","ACCIÓN - ANIMACIÓN","LARGOMETRAJE","2004"
"146984","ATLANTIS: MILO'S RETURN","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2003"
"146985","KRONK'S NEW GROOVE","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2005"
"146987","TARZAN 1999","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","1999"
"146988","LILO & STITCH","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2002"
"146989","DINOSAUR","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2000"
"146990","BOLT","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2008"
"146992","JAMES AND THE GIANT PEACH","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","1996"
"146993","PIGLET'S BIG MOVIE","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2003"
"146994","ARISTOCATS, THE","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","1970"
"146995","MANY ADVENTURES OF WINNIE THE POOH, THE","ANIMACIÓN - FAMILIAR","LARGOMETRAJE","1977"
"146996","MICKEY'S TWICE UPON A CHRISTMAS","ANIMACIÓN - INFANTIL","LARGOMETRAJE","2004"
"146997","LILO & STITCH II: STITCH HAS A GLITCH","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2005"
"146998","STITCH! THE MOVIE","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2003"
"146999","TARZAN II","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2005"
"147128","FALLING SKIES - Season 3","CIENCIA FICCIÓN","SERIES","2013"
"147309","SURVIVING CHRISTMAS","COMEDIA","LARGOMETRAJE","2004"
"147569","ENGLISH TEACHER","COMEDIA","LARGOMETRAJE","2013"
"147570","ERASED (aka THE EXPATRIATE)","ACCIÓN - SUSPENSO","LARGOMETRAJE","2012"
"147604","A CHRISTMAS CAROL","ANIMACIÓN - COMEDIA - DRAMA","LARGOMETRAJE","2009"
"147615","Step Up 3D","DRAMA - MUSICAL - ROMANCE","LARGOMETRAJE","2010"
"147624","CINDERELLA STORY ONCE UPON A SONG, A","COMEDIA - FAMILIAR","LARGOMETRAJE","2011"
"147629","DUE DATE","COMEDIA - DRAMA","LARGOMETRAJE","2010"
"147637","LIFE AS WE KNOW IT","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2010"
"147638","LOTTERY TICKET","COMEDIA","LARGOMETRAJE","2010"
"147644","SUCKER PUNCH","ACCIÓN","LARGOMETRAJE","2011"
"147666","HONEY 2","COMEDIA - MUSICAL","LARGOMETRAJE","2011"
"147693","INTRUDERS","SUSPENSO - TERROR","LARGOMETRAJE","2012"
"147702","PAUL","AVENTURAS - CIENCIA FICCIÓN - COMEDIA","LARGOMETRAJE","2011"
"147727","21 AND OVER / UNA NOCHE LOCA","COMEDIA","LARGOMETRAJE","2013"
"147757","BACHELORETTE","COMEDIA - ROMANCE","LARGOMETRAJE","2012"
"147758","BERNIE","COMEDIA - DRAMA - POLICIAL","LARGOMETRAJE","2011"
"147763","COMPANY YOU KEEP, THE","DRAMA - SUSPENSO","LARGOMETRAJE","2012"
"147768","FROZEN GROUND, THE","POLICIAL","LARGOMETRAJE","2013"
"147770","GOOD OLD FASHIONED ORGY, A","COMEDIA","LARGOMETRAJE","2011"
"147771","GREAT HOPE SPRINGS aka HOPE SPRINGS","COMEDIA - DRAMA","LARGOMETRAJE","2012"
"147773","HOST, THE","AVENTURAS - CIENCIA FICCIÓN","LARGOMETRAJE","2013"
"147775","MOVIE 43","COMEDIA","LARGOMETRAJE","2013"
"147776","NUMBERS STATION, THE","ACCIÓN","LARGOMETRAJE","2013"
"147777","PAPERBOY, THE","DRAMA","LARGOMETRAJE","2012"
"147778","PEACE, LOVE & MISUNDERSTANDING","COMEDIA - DRAMA - MÚSICA","LARGOMETRAJE","2011"
"147779","PLAYING THE FIELD aka PLAYING FOR KEEPS","COMEDIA - DEPORTE - ROMANCE","LARGOMETRAJE","2012"
"147783","SILVER LININGS PLAYBOOK","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2012"
"147785","SUMMER AT DOG DAVE'S aka MAGIC OF BELLE ISLE, THE","COMEDIA - DRAMA","LARGOMETRAJE","2012"
"147790","WEDDING, THE aka BIG WEDDING, THE","COMEDIA","LARGOMETRAJE","2013"
"147793","WHOLE LOTTA SOLE","COMEDIA - DRAMA","LARGOMETRAJE","2011"
"147794","WORDS, THE","DRAMA - ROMANCE - SUSPENSO","LARGOMETRAJE","2012"
"147795","YOU MAY NOT KISS THE BRIDE","ACCIÓN - COMEDIA","LARGOMETRAJE","2011"
"147799","TARZAN 3D","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2013"
"147818","NIGHTMARE ON ELM STREET IV: DREAM MASTER","TERROR","LARGOMETRAJE","1988"
"147896","DREAMGIRLS","DRAMA - MUSICAL","LARGOMETRAJE","2006"
"147899","JACKASS NUMBER TWO","ACCIÓN - COMEDIA - DOCUMENTAL","LARGOMETRAJE","2006"
"148037","Sharknado","TERROR","LARGOMETRAJE","2013"
"148042","RISE OF THE ZOMBIES","ACCIÓN","LARGOMETRAJE","2012"
"148165","FALLING SKIES - Season 4","ACCIÓN - CIENCIA FICCIÓN - SUSPENSO","SERIES","2014"
"148263","OPEN SEASON (2006)","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2006"
"148264","OPEN SEASON 2","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2008"
"148265","OPEN SEASON 3","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2010"
"148266","PINEAPPLE EXPRESS","ACCIÓN - COMEDIA","LARGOMETRAJE","2008"
"148267","RV","AVENTURAS - COMEDIA - FAMILIAR","LARGOMETRAJE","2006"
"148269","STEP BROTHERS","COMEDIA","LARGOMETRAJE","2008"
"148273","BOUNTY HUNTER, THE (2010)","ACCIÓN - COMEDIA - ROMANCE","LARGOMETRAJE","2010"
"148279","HOUSE BUNNY, THE","COMEDIA - ROMANCE","LARGOMETRAJE","2008"
"148283","PAUL BLART: MALL COP","ACCIÓN - COMEDIA","LARGOMETRAJE","2009"
"148289","ADVENTURES OF TINTIN, THE","ACCIÓN - ANIMACIÓN - INFANTIL","LARGOMETRAJE","2011"
"148290","DISTRICT 9","ACCIÓN","LARGOMETRAJE","2009"
"148292","SMURFS, THE (2011)","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2011"
"148293","GROWN UPS (2010)","COMEDIA","LARGOMETRAJE","2010"
"148295","HOTEL TRANSYLVANIA","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2012"
"148296","SOCIAL NETWORK, THE","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2010"
"148298","GIRL WITH THE DRAGON TATTOO, THE (2011)","DRAMA","LARGOMETRAJE","2011"
"148575","THE COLONY","ACCIÓN - CIENCIA FICCIÓN","LARGOMETRAJE","2013"
"148576","ADULT WORLD","COMEDIA","LARGOMETRAJE","2013"
"148577","NOT SUITABLE FOR CHILDREN","COMEDIA - ROMANCE","LARGOMETRAJE","2012"
"148578","STEP DOGS","COMEDIA - FAMILIAR","LARGOMETRAJE","2013"
"148579","STREETDANCE ALL STARS (aka All Stars)","COMEDIA","LARGOMETRAJE","2013"
"148594","ROB THE MOB","DRAMA - POLICIAL","LARGOMETRAJE","2014"
"148595","ANGRIEST MAN IN BROOKLYN, THE","COMEDIA - DRAMA","LARGOMETRAJE","2014"
"148612","TESIS SOBRE UN HOMICIDIO","DRAMA - SUSPENSO","LARGOMETRAJE","2013"
"148613","LA SUERTE EN TUS MANOS","COMEDIA","LARGOMETRAJE","2012"
"148616","TIEMPO DE VALIENTES","ACCIÓN - COMEDIA","LARGOMETRAJE","2005"
"148688","POKEMON - MOVIE S17","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2014"
"148693","LEGEND OF BOOGEYMAN, THE","TERROR","LARGOMETRAJE","2012"
"148694","CURIOUS GEORGE: A HALLOWEEN BOO FEST","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2013"
"148695","RETURN TO NIM'S ISLAND","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2013"
"148699","BLOOD & CHROME","ACCIÓN","LARGOMETRAJE","2012"
"148708","PITCH PERFECT","COMEDIA","LARGOMETRAJE","2012"
"148709","THE MAN WITH THE IRON FISTS","ACCIÓN","LARGOMETRAJE","2012"
"148710","THIS IS 40","COMEDIA","LARGOMETRAJE","2012"
"148711","THE FIVE YEAR ENGAGEMENT","COMEDIA - ROMANCE","LARGOMETRAJE","2012"
"148713","BIG MIRACLE","DRAMA - ROMANCE","LARGOMETRAJE","2012"
"148714","FOR A GOOD TIME CALL","COMEDIA","LARGOMETRAJE","2012"
"148715","THIN ICE","COMEDIA - DRAMA","LARGOMETRAJE","2011"
"148717","ALL IN GOOD TIME","COMEDIA","LARGOMETRAJE","2012"
"148720","LA STRATEGIE DE LA POUSSETTE","COMEDIA","LARGOMETRAJE","2012"
"148721","TED","COMEDIA - FANTASÍA","LARGOMETRAJE","2012"
"148723","PARANORMAN","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2012"
"148725","WHAT TO EXPECT WHEN YOU RE EXPECTING","COMEDIA - DRAMA","LARGOMETRAJE","2012"
"148726","SAVAGES","DRAMA - SUSPENSO","LARGOMETRAJE","2012"
"148730","MOONRISE KINGDOM","COMEDIA","LARGOMETRAJE","2012"
"148734","ERNEST ET CELESTINE","ANIMACIÓN","LARGOMETRAJE","2012"
"148737","NITRO CIRCUS THE MOVIE","DEPORTE - DOCUMENTAL","LARGOMETRAJE","2012"
"148739","LOVE MARILYN","DOCUMENTAL","LARGOMETRAJE","2012"
"148740","I AM","DOCUMENTAL","LARGOMETRAJE","2010"
"148742","MA BONNE ETOILE","DRAMA","LARGOMETRAJE","2012"
"148748","RICK & MORTY - Season 1","ANIMACIÓN - COMEDIA","SERIES","2013"
"148823","SHARK NIGHT [3D]","TERROR","LARGOMETRAJE","2011"
"148824","DOM HEMINGWAY","COMEDIA - SUSPENSO","LARGOMETRAJE","2013"
"148825","A LONG WAY DOWN","COMEDIA - DRAMA","LARGOMETRAJE","2014"
"148842","PIRATES OF THE CARIBBEAN: ON STRANGER TIDES [3D]","ACCIÓN - AVENTURAS - FANTASÍA","LARGOMETRAJE","2011"
"148869","HARRY POTTER AND THE DEATHLY HALLOWS - PART 2","ACCIÓN - AVENTURAS - FAMILIAR - FANTASÍA - SUSPENSO","LARGOMETRAJE","2011"
"148871","HANGOVER PART II, THE","COMEDIA","LARGOMETRAJE","2011"
"148872","SHERLOCK HOLMES: A GAME OF SHADOWS","ACCIÓN - AVENTURAS","LARGOMETRAJE","2011"
"148873","HORRIBLE BOSSES","COMEDIA","LARGOMETRAJE","2011"
"148876","CRAZY, STUPID, LOVE","COMEDIA - ROMANCE","LARGOMETRAJE","2011"
"148878","CONTAGION","ACCIÓN - AVENTURAS - SUSPENSO","LARGOMETRAJE","2011"
"148879","DOLPHIN TALE","DRAMA - FAMILIAR - INFANTIL","LARGOMETRAJE","2011"
"148881","LUCKY ONE, THE","DRAMA - ROMANCE","LARGOMETRAJE","2012"
"148882","PROJECT X","COMEDIA","LARGOMETRAJE","2012"
"148883","NEW YEAR'S EVE","COMEDIA - ROMANCE","LARGOMETRAJE","2011"
"148884","FINAL DESTINATION 5","TERROR","LARGOMETRAJE","2011"
"148885","J. EDGAR","DRAMA - SUSPENSO","LARGOMETRAJE","2011"
"148886","VERY HAROLD & KUMAR 3D CHRISTMAS, A","AVENTURAS - COMEDIA","LARGOMETRAJE","2011"
"148887","EXTREMELY LOUD & INCREDIBLY CLOSE","AVENTURAS - DRAMA - SUSPENSO","LARGOMETRAJE","2011"
"148888","JOYFUL NOISE","COMEDIA - MUSICAL","LARGOMETRAJE","2012"
"148889","DREAM HOUSE","DRAMA - SUSPENSO","LARGOMETRAJE","2011"
"148894","102 DALMATIANS","COMEDIA","LARGOMETRAJE","2000"
"148897","MARS NEEDS MOMS!","ACCIÓN - ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2011"
"148907","SAFETY NOT GUARANTEED","COMEDIA - ROMANCE","LARGOMETRAJE","2012"
"148918","SECRET WORLD OF ARRIETY, THE","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2010"
"148919","PEOPLE LIKE US","DRAMA","LARGOMETRAJE","2012"
"148920","END OF WATCH","DRAMA - POLICIAL","LARGOMETRAJE","2012"
"148923","EXTRAÑOS EN LA NOCHE","COMEDIA - SUSPENSO","LARGOMETRAJE","2012"
"148924","2 DAYS IN NEW YORK","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2012"
"148926","BEVERLY HILL CHIHUAHUA 3: VIVA LA FIESTA! [L/A DTV]","AVENTURAS - COMEDIA - FAMILIAR","LARGOMETRAJE","2012"
"148927","TREASURE BUDDIES [L/A DTV]","COMEDIA - FAMILIAR","LARGOMETRAJE","2012"
"148928","ELEFANTE BLANCO [AKA VILLA / VILLA VIRGEN]","DRAMA","LARGOMETRAJE","2012"
"148929","WON'T BACK DOWN","DRAMA","LARGOMETRAJE","2012"
"148931","SANTA PAWS 2: THE SANTA PUPS  [L/A DTV]","AVENTURAS - FAMILIAR","LARGOMETRAJE","2012"
"148934","PAPA POR UN DIA","COMEDIA","LARGOMETRAJE","2009"
"148935","PROM","COMEDIA - DRAMA","LARGOMETRAJE","2011"
"148939","PATORUZITO [ANIMADO]","INFANTIL","LARGOMETRAJE","2004"
"148940","BLIND DATING","COMEDIA - ROMANCE","LARGOMETRAJE","2006"
"148941","9 REINAS (AKA: NUEVE REINAS)","DRAMA - POLICIAL - SUSPENSO","LARGOMETRAJE","2000"
"148942","APARIENCIAS","COMEDIA - ROMANCE","LARGOMETRAJE","2000"
"148944","COHEN VS. ROSI","COMEDIA","LARGOMETRAJE","1998"
"148945","SISTER ACT 2: BACK IN THE HABIT","COMEDIA - MUSICAL","LARGOMETRAJE","1993"
"148948","PELIGROSA OBSESION","ACCIÓN - SUSPENSO","LARGOMETRAJE","2004"
"148950","EX, THE AKA. FAST TRACK","COMEDIA - ROMANCE","LARGOMETRAJE","2006"
"148968","BROOKLYN NINE-NINE - Season 2","COMEDIA - POLICIAL","SERIES","2014"
"148995","PETER CAPUSOTTO - Season 9","COMEDIA","SERIES","2014"
"149052","MISTER PICKLES - Season 1","ANIMACIÓN - COMEDIA","SERIES","2013 - 2014"
"149062","VENTURE BROS, THE - Season 1","ANIMACIÓN","SERIES","2002"
"149063","VENTURE BROS, THE - Season 2","ANIMACIÓN","SERIES","2006"
"149145","30 ROCK - Season 3","COMEDIA","SERIES","2009"
"149146","30 ROCK - Season 4","COMEDIA","SERIES","2009 - 2010"
"149147","30 ROCK - Season 5","COMEDIA","SERIES","2010 - 2011"
"149148","30 ROCK - Season 6","COMEDIA","SERIES","2012"
"149149","30 ROCK - Season 7","COMEDIA","SERIES","2012 - 2013"
"149228","DEAD SNOW 2","TERROR","LARGOMETRAJE","2014"
"149266","FALLING SKIES - Season 5","CIENCIA FICCIÓN","SERIES","2015"
"149282","MADAGASCAR: ESCAPE 2 AFRICA","ACCIÓN - ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2008"
"149285","SINBAD, THE LEGEND OF THE SEVEN SEAS","ANIMACIÓN - AVENTURAS - FANTASÍA","LARGOMETRAJE","2003"
"149286","SON OF RAMBOW","ACCIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2007"
"149289","YEAR OF THE DOG","COMEDIA - DRAMA","LARGOMETRAJE","2007"
"149295","HOW TO TRAIN YOUR DRAGON","ANIMACIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2010"
"149324","VENGEANCE OF AN ASSASSIN","ACCIÓN","LARGOMETRAJE","2014"
"149325","THE PROTECTOR 2","ACCIÓN","LARGOMETRAJE","2013"
"149384","MÚSICA EN ESPERA","COMEDIA - ROMANCE","LARGOMETRAJE","2009"
"149386","WAKOLDA","DRAMA","LARGOMETRAJE","2013"
"149387","CAÍDOS DEL MAPA","INFANTIL","LARGOMETRAJE","2013"
"149401","GROWN UPS 2 (2013)","COMEDIA","LARGOMETRAJE","2013"
"149402","THIS IS THE END","COMEDIA - FANTASÍA","LARGOMETRAJE","2013"
"149410","MANDELA: LONG WALK TO FREEDOM","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2013"
"149411","TO DO LIST, THE","COMEDIA - ROMANCE","LARGOMETRAJE","2013"
"149412","ATTACK THE BLOCK","ACCIÓN - CIENCIA FICCIÓN - COMEDIA","LARGOMETRAJE","2011"
"149413","DRINKING BUDDIES","COMEDIA - DRAMA","LARGOMETRAJE","2013"
"149414","IRON MAN: RISE OF TECHNOVORE","ACCIÓN - ANIMACIÓN - CIENCIA FICCIÓN","LARGOMETRAJE","2013"
"149415","STRANGER WITHIN (2013)","SUSPENSO","LARGOMETRAJE","2013"
"149424","RAID, THE: REDEMPTION","ACCIÓN","LARGOMETRAJE","2011"
"149426","LOCKOUT","ACCIÓN - AVENTURAS - FANTASÍA","LARGOMETRAJE","2012"
"149445","MARIE ANTOINETTE (2006 FEATURE)","DRAMA","LARGOMETRAJE","2006"
"149450","RUNNING WITH SCISSORS","COMEDIA - DRAMA","LARGOMETRAJE","2006"
